order_id,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin
US-2020-131947,17/09/2019,22/09/2019,Joseph Airdo,Xerox,Xerox 1960,Consumer,Office Supplies,Paper,West,97477,Springfield,Oregon,United States,0.20,46.47,6,"148,704.00","3,125.00"
US-2020-131947,17/09/2019,22/09/2019,Joseph Airdo,Verbatim,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Consumer,Technology,Accessories,West,97477,Springfield,Oregon,United States,0.20,"16,776.00",10,55.92,0.30
US-2020-131947,17/09/2019,22/09/2019,Joseph Airdo,Plantronics,Plantronics Single Ear Headset,Consumer,Technology,Machines,West,97477,Springfield,Oregon,United States,0.70,"-21,945.00",5,"29,925.00","-733,333,333.00"
US-2020-158638,17/09/2019,21/09/2019,Anthony Garverick,Acco,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Home Office,Office Supplies,Binders,East,19120,Philadelphia,Pennsylvania,United States,0.70,"-41,244.00",4,"5,892.00",-0.70
US-2020-106992,19/09/2019,21/09/2019,Sean Braxton,Other,Lexmark MX611dhe Monochrome Laser Printer,Corporate,Technology,Machines,Central,77036,Houston,Texas,United States,0.40,"-509,997.00",3,"3,059,982.00","-166,666,667.00"
US-2020-106992,19/09/2019,21/09/2019,Sean Braxton,Xerox,Xerox WorkCentre 6505DN Laser Multifunction Printer,Corporate,Technology,Machines,Central,77036,Houston,Texas,United States,0.40,"-2,519,958.00",7,"2,519,958.00",-0.10
US-2020-127299,19/09/2019,24/09/2019,John Lee,Other,Project Tote Personal File,Consumer,Office Supplies,Storage,South,28205,Charlotte,North Carolina,United States,0.20,7.58,6,"67,344.00","1,125.00"
US-2020-127299,19/09/2019,24/09/2019,John Lee,Hewlett-Packard,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Consumer,Technology,Machines,South,28205,Charlotte,North Carolina,United States,0.50,"-9,449,946.00",3,"2,624,985.00",-0.36
US-2020-132787,19/09/2019,23/09/2019,Mike Caudle,Decoflex,"Decoflex Hanging Personal Folder File, Blue",Corporate,Office Supplies,Storage,West,98115,Seattle,Washington,United States,0.00,"249,804.00",6,92.52,0.27
US-2020-138177,19/09/2019,24/09/2019,Neil Ducich,Hon,Hon 2111 Invitation Series Straight Table,Corporate,Furniture,Tables,West,85224,Chandler,Arizona,United States,0.50,"-458,273.00",1,"73,915.00",-0.62
US-2020-156601,19/09/2019,24/09/2019,Frank Atkinson,Other,OIC Binder Clips,Corporate,Office Supplies,Fasteners,West,90805,Long Beach,California,United States,0.00,3.58,2,7.16,0.50
US-2020-159849,19/09/2019,19/09/2019,Jim Kriz,Other,Revere Boxed Rubber Bands by Revere,Home Office,Office Supplies,Fasteners,West,94110,San Francisco,California,United States,0.00,"1,134.00",3,5.67,0.02
US-2020-168130,19/09/2019,19/09/2019,Bill Shonely,Hon,Hon Olson Stacker Stools,Corporate,Furniture,Chairs,East,10011,New York City,New York,United States,0.10,"1,774,206.00",7,"887,103.00",0.20
US-2020-120411,20/09/2019,23/09/2019,Sarah Brown,Bush,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Consumer,Furniture,Bookcases,Central,60653,Chicago,Illinois,United States,0.30,-70.49,5,493.43,"-142,857,143.00"
US-2020-120411,20/09/2019,23/09/2019,Sarah Brown,Other,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Consumer,Technology,Phones,Central,60653,Chicago,Illinois,United States,0.20,"3,475.00",2,"46,002.00","3,125.00"
US-2020-125997,20/09/2019,23/09/2019,Mitch Webber,DMI,DMI Eclipse Executive Suite Bookcases,Consumer,Furniture,Bookcases,East,10011,New York City,New York,United States,0.20,"-100,196.00",2,"801,568.00",-125.00
US-2020-125997,20/09/2019,23/09/2019,Mitch Webber,Global,Global Leather Executive Chair,Consumer,Furniture,Chairs,East,10011,New York City,New York,United States,0.10,"140,396.00",2,"631,782.00","222,222,222.00"
US-2020-125997,20/09/2019,23/09/2019,Mitch Webber,Euro Pro,Euro-Pro Shark Turbo Vacuum,Consumer,Office Supplies,Appliances,East,10011,New York City,New York,United States,0.00,8.05,1,30.98,0.26
US-2020-125997,20/09/2019,23/09/2019,Mitch Webber,Avery,Avery 485,Consumer,Office Supplies,Labels,East,10011,New York City,New York,United States,0.00,"353,346.00",6,75.18,0.47
US-2020-125997,20/09/2019,23/09/2019,Mitch Webber,Panasonic,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Consumer,Technology,Phones,East,10011,New York City,New York,United States,0.00,"6,614,559.00",9,"1,349.91",0.49
US-2020-125997,20/09/2019,23/09/2019,Mitch Webber,Other,Ooma Telo VoIP Home Phone System,Consumer,Technology,Phones,East,10011,New York City,New York,United States,0.00,"1,574,875.00",5,629.95,0.25
US-2020-126480,20/09/2019,24/09/2019,Henry Goldwyn,Xerox,Xerox 1900,Corporate,Office Supplies,Paper,West,92024,San Diego,California,United States,0.00,"3,852.00",2,8.56,0.45
US-2020-133704,20/09/2019,26/09/2019,Michelle Arnett,Staple holder,Staple holder,Home Office,Office Supplies,Appliances,West,90004,Los Angeles,California,United States,0.00,11.86,4,43.92,0.27
US-2020-133704,20/09/2019,26/09/2019,Michelle Arnett,Ibico,Ibico Plastic and Wire Spiral Binding Combs,Home Office,Office Supplies,Binders,West,90004,Los Angeles,California,United States,0.20,6.58,3,"20,232.00",325.00
US-2020-134614,20/09/2019,25/09/2019,Philip Fox,Bevis,Bevis 44 x 96 Conference Tables,Consumer,Furniture,Tables,Central,61701,Bloomington,Illinois,United States,0.50,"-407,682.00",6,617.70,-0.66
US-2020-151953,20/09/2019,25/09/2019,Dorothy Badders,Other,Nontoxic Chalk,Corporate,Office Supplies,Art,South,32216,Jacksonville,Florida,United States,0.20,"9,856.00",2,"2,816.00",0.35
US-2020-156433,20/09/2019,26/09/2019,Erica Smith,Avery,Avery 499,Consumer,Office Supplies,Labels,West,94110,San Francisco,California,United States,0.00,4.58,2,9.96,0.46
US-2020-156433,20/09/2019,26/09/2019,Erica Smith,Wirebound,"Wirebound Message Book, 4 per Page",Consumer,Office Supplies,Paper,West,94110,San Francisco,California,United States,0.00,10.64,4,21.72,0.49
US-2020-166744,20/09/2019,24/09/2019,Duane Noonan,O'Sullivan,O'Sullivan Living Dimensions 2-Shelf Bookcases,Consumer,Furniture,Bookcases,East,21044,Columbia,Maryland,United States,0.00,"36,294.00",3,362.94,0.10
US-2020-166744,20/09/2019,24/09/2019,Duane Noonan,C-Line,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Consumer,Furniture,Furnishings,East,21044,Columbia,Maryland,United States,0.00,"509,082.00",3,164.22,0.31
US-2020-166744,20/09/2019,24/09/2019,Duane Noonan,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,Technology,Accessories,East,21044,Columbia,Maryland,United States,0.00,"263,912.00",2,59.98,0.44
US-2020-117478,21/09/2019,24/09/2019,Larry Hughes,Angle-D,"Angle-D Binders with Locking Rings, Label Holders",Consumer,Office Supplies,Binders,East,19140,Philadelphia,Pennsylvania,United States,0.70,"-5,037.00",3,6.57,"-766,666,667.00"
US-2020-124513,21/09/2019,25/09/2019,Sara Luxemburg,Boston,Boston 16801 Nautilus Battery Pencil Sharpener,Home Office,Office Supplies,Art,East,10011,New York City,New York,United States,0.00,"171,678.00",3,66.03,0.26
US-2020-125514,21/09/2019,22/09/2019,Brian Moss,Fellowes,Fellowes Basic Home/Office Series Surge Protectors,Corporate,Office Supplies,Appliances,Central,68104,Omaha,Nebraska,United States,0.00,7.53,2,25.96,0.29
US-2020-125514,21/09/2019,22/09/2019,Brian Moss,Acco,Acco 6 Outlet Guardian Standard Surge Suppressor,Corporate,Office Supplies,Appliances,Central,68104,Omaha,Nebraska,United States,0.00,"10,881.00",3,36.27,0.30
US-2020-125514,21/09/2019,22/09/2019,Brian Moss,Xerox,Xerox 224,Corporate,Office Supplies,Paper,Central,68104,Omaha,Nebraska,United States,0.00,3.11,1,6.48,0.48
US-2020-135972,21/09/2019,23/09/2019,Jack Garza,Canon,Canon PC1080F Personal Copier,Consumer,Technology,Copiers,West,98198,Des Moines,Washington,United States,0.00,"7,019,883.00",3,"1,799.97",0.39
US-2020-135972,21/09/2019,23/09/2019,Jack Garza,Nortel,Nortel Meridian M3904 Professional Digital phone,Consumer,Technology,Phones,West,98198,Des Moines,Washington,United States,0.20,"277,182.00",2,"246,384.00","1,125.00"
US-2020-153969,21/09/2019,25/09/2019,Herbert Flentye,Newell,Newell 34,Consumer,Office Supplies,Art,West,94109,San Francisco,California,United States,0.00,"154,752.00",3,59.52,0.26
US-2020-153969,21/09/2019,25/09/2019,Herbert Flentye,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,West,94109,San Francisco,California,United States,0.00,7.31,2,15.56,0.47
US-2020-153969,21/09/2019,25/09/2019,Herbert Flentye,Other,"#10 White Business Envelopes,4 1/8 x 9 1/2",Consumer,Office Supplies,Envelopes,West,94109,San Francisco,California,United States,0.00,"368,245.00",5,78.35,0.47
US-2020-153969,21/09/2019,25/09/2019,Herbert Flentye,Xerox 1971,Xerox 1971,Consumer,Office Supplies,Paper,West,94109,San Francisco,California,United States,0.00,"17,334.00",9,38.52,0.45
US-2020-153969,21/09/2019,25/09/2019,Herbert Flentye,Wirebound,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Consumer,Office Supplies,Paper,West,94109,San Francisco,California,United States,0.00,9.48,3,19.35,0.49
US-2020-153969,21/09/2019,25/09/2019,Herbert Flentye,Polycom,Polycom CX300 Desktop Phone USB VoIP phone,Consumer,Technology,Phones,West,94109,San Francisco,California,United States,0.20,"239,984.00",2,"239,984.00",0.10
US-2020-166310,21/09/2019,23/09/2019,Joni Sundaresam,Dana,Dana Swing-Arm Lamps,Home Office,Furniture,Furnishings,Central,75043,Garland,Texas,United States,0.60,"-7,476.00",2,"8,544.00",-875.00
US-2020-168823,21/09/2019,24/09/2019,Matt Abelman,Staple-on labels,Staple-on labels,Home Office,Office Supplies,Labels,East,19143,Philadelphia,Pennsylvania,United States,0.20,7.02,9,"20,808.00","3,375.00"
US-2020-168823,21/09/2019,24/09/2019,Matt Abelman,Other,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Home Office,Office Supplies,Paper,East,19143,Philadelphia,Pennsylvania,United States,0.20,4.12,3,"11,352.00","3,625.00"
US-2020-103191,22/09/2019,27/09/2019,Vivek Grady,SAFCO,"SAFCO Commercial Wire Shelving, Black",Corporate,Office Supplies,Storage,Central,60653,Chicago,Illinois,United States,0.20,"-82,884.00",3,"331,536.00",-0.25
US-2020-127488,22/09/2019,24/09/2019,Maribeth Schnelling,Avery,Avery File Folder Labels,Consumer,Office Supplies,Labels,South,33433,Boca Raton,Florida,United States,0.20,1.67,2,"4,608.00","3,625.00"
US-2020-156160,22/09/2019,29/09/2019,Adam Shillingsburg,Office Star,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Consumer,Furniture,Chairs,East,10035,New York City,New York,United States,0.10,"837,096.00",4,"579,528.00","144,444,444.00"
US-2020-156160,22/09/2019,29/09/2019,Adam Shillingsburg,Other,"Computer Room Manger, 14""",Consumer,Furniture,Furnishings,East,10035,New York City,New York,United States,0.00,"350,784.00",3,97.44,0.36
US-2020-156160,22/09/2019,29/09/2019,Adam Shillingsburg,Avery,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Consumer,Office Supplies,Art,East,10035,New York City,New York,United States,0.00,5.74,4,"45,760.00",0.44
US-2020-156160,22/09/2019,29/09/2019,Adam Shillingsburg,Cardinal,Cardinal Holdit Business Card Pockets,Consumer,Office Supplies,Binders,East,10035,New York City,New York,United States,0.20,1.39,1,"3,984.00",0.35
US-2020-158225,22/09/2019,28/09/2019,Sanjit Engle,Other,"File Shuttle II and Handi-File, Black",Consumer,Office Supplies,Storage,West,95123,San Jose,California,United States,0.00,"423,625.00",5,169.45,0.25
US-2020-158225,22/09/2019,28/09/2019,Sanjit Engle,Tennsco,Tennsco Commercial Shelving,Consumer,Office Supplies,Storage,West,95123,San Jose,California,United States,0.00,"4,068.00",2,40.68,0.01
US-2020-113964,23/09/2019,30/09/2019,Julie Prescott,Avery,Avery Binding System Hidden Tab Executive Style Index Sets,Home Office,Office Supplies,Binders,East,10011,New York City,New York,United States,0.20,"6,924.00",4,"18,464.00",375.00
US-2020-116904,23/09/2019,28/09/2019,Sanjit Chand,GBC,GBC Instant Report Kit,Consumer,Office Supplies,Binders,Central,55407,Minneapolis,Minnesota,United States,0.00,6.47,2,12.94,0.50
US-2020-116904,23/09/2019,28/09/2019,Sanjit Chand,Ibico,Ibico EPK-21 Electric Binding System,Consumer,Office Supplies,Binders,Central,55407,Minneapolis,Minnesota,United States,0.00,"46,304,755.00",5,"9,449.95",0.49
US-2020-116904,23/09/2019,28/09/2019,Sanjit Chand,Xerox,Xerox 217,Consumer,Office Supplies,Paper,Central,55407,Minneapolis,Minnesota,United States,0.00,"15,552.00",5,32.40,0.48
US-2020-116904,23/09/2019,28/09/2019,Sanjit Chand,Carina,Carina Double Wide Media Storage Towers in Natural & Black,Consumer,Office Supplies,Storage,Central,55407,Minneapolis,Minnesota,United States,0.00,"16,196.00",5,404.90,0.04
US-2020-134733,23/09/2019,28/09/2019,Brian Moss,Rush,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Corporate,Furniture,Bookcases,West,92037,San Diego,California,United States,0.15,"205,176.00",3,"435,999.00","47,058,824.00"
US-2020-134733,23/09/2019,28/09/2019,Brian Moss,Other,netTALK DUO VoIP Telephone Service,Corporate,Technology,Phones,West,92037,San Diego,California,United States,0.20,"31,494.00",2,"83,984.00",375.00
US-2020-147900,23/09/2019,28/09/2019,Jim Kriz,Other,EcoTones Memo Sheets,Home Office,Office Supplies,Paper,East,44107,Lakewood,Ohio,United States,0.20,10.08,9,"45,897.00",0.35
US-2020-148369,23/09/2019,27/09/2019,Thea Hudgings,Wilson Jones,Wilson Jones Suede Grain Vinyl Binders,Corporate,Office Supplies,Binders,East,19711,Newark,Delaware,United States,0.00,5.45,4,"46,002.00",0.49
US-2020-163559,23/09/2019,28/09/2019,Shui Tom,Avery,Avery Arch Ring Binders,Consumer,Office Supplies,Binders,East,10035,New York City,New York,United States,0.20,"47,061.00",3,139.44,"3,375.00"
US-2020-163650,23/09/2019,25/09/2019,Thomas Thornton,Newell,Newell 351,Consumer,Office Supplies,Art,East,19901,Dover,Delaware,United States,0.00,2.85,3,9.84,0.29
US-2020-163650,23/09/2019,25/09/2019,Thomas Thornton,Ibico,Ibico Covers for Plastic or Wire Binding Elements,Consumer,Office Supplies,Binders,East,19901,Dover,Delaware,United States,0.00,"15,525.00",3,34.50,0.45
US-2020-123344,24/09/2019,29/09/2019,Julia Dunbar,Gould Plastics,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,Office Supplies,Storage,West,94109,San Francisco,California,United States,0.00,8.48,4,211.96,0.04
US-2020-112914,25/09/2019,30/09/2019,Michelle Tran,O'Sullivan,O'Sullivan Living Dimensions 5-Shelf Bookcases,Home Office,Furniture,Bookcases,Central,77041,Houston,Texas,United States,0.32,"-972,312.00",2,"3,005,328.00","-323,529,412.00"
US-2020-112914,25/09/2019,30/09/2019,Michelle Tran,Avery,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Home Office,Office Supplies,Binders,Central,77041,Houston,Texas,United States,0.80,"-43,584.00",2,"2,724.00",-1.60
US-2020-112914,25/09/2019,30/09/2019,Michelle Tran,Poly,Poly String Tie Envelopes,Home Office,Office Supplies,Envelopes,Central,77041,Houston,Texas,United States,0.20,1.10,2,"3,264.00","3,375.00"
US-2020-112914,25/09/2019,30/09/2019,Michelle Tran,Xerox,Xerox 1954,Home Office,Office Supplies,Paper,Central,77041,Houston,Texas,United States,0.20,10.56,8,"33,792.00","3,125.00"
US-2020-141355,25/09/2019,30/09/2019,Barry Franz,Dixon,Dixon Ticonderoga Core-Lock Colored Pencils,Home Office,Office Supplies,Art,West,80013,Aurora,Colorado,United States,0.20,2.37,2,"14,576.00","1,625.00"
US-2020-115049,26/09/2019,01/10/2019,Michael Moore,Maxell,"Maxell Pro 80 Minute CD-R, 10/Pack",Consumer,Technology,Accessories,Central,60623,Chicago,Illinois,United States,0.20,"38,456.00",11,"153,824.00",0.25
US-2020-115133,26/09/2019,30/09/2019,Dianna Arnett,Hoover,Hoover Commercial Lightweight Upright Vacuum,Home Office,Office Supplies,Appliances,East,43130,Lancaster,Ohio,United States,0.20,1.25,6,"16,704.00",75.00
US-2020-115133,26/09/2019,30/09/2019,Dianna Arnett,Message Book,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Home Office,Office Supplies,Paper,East,43130,Lancaster,Ohio,United States,0.20,11.10,4,"32,896.00","3,375.00"
US-2020-115133,26/09/2019,30/09/2019,Dianna Arnett,Maxell,Maxell CD-R Discs,Home Office,Technology,Accessories,East,43130,Lancaster,Ohio,United States,0.20,"4,728.00",2,"3,152.00",0.15
US-2020-127586,26/09/2019,30/09/2019,Christopher Schild,Other,"Dual Level, Single-Width Filing Carts",Home Office,Office Supplies,Storage,West,98115,Seattle,Washington,United States,0.00,"806,312.00",2,310.12,0.26
US-2020-132451,26/09/2019,27/09/2019,Karen Ferguson,Hon,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Home Office,Furniture,Chairs,West,92105,San Diego,California,United States,0.20,"73,194.00",3,"585,552.00",125.00
US-2020-132451,26/09/2019,27/09/2019,Karen Ferguson,Xerox,Xerox 217,Home Office,Office Supplies,Paper,West,92105,San Diego,California,United States,0.00,9.33,3,19.44,0.48
US-2020-144974,26/09/2019,30/09/2019,Craig Molinari,DAX,DAX Black Cherry Wood-Tone Poster Frame,Corporate,Furniture,Furnishings,East,19140,Philadelphia,Pennsylvania,United States,0.20,4.77,1,"21,184.00",225.00
US-2020-144974,26/09/2019,30/09/2019,Craig Molinari,Acco,"Acco Six-Outlet Power Strip, 4' Cord Length",Corporate,Office Supplies,Appliances,East,19140,Philadelphia,Pennsylvania,United States,0.20,3.10,6,"41,376.00",75.00
US-2020-144974,26/09/2019,30/09/2019,Craig Molinari,Avery,"Avery Durable Slant Ring Binders, No Labels",Corporate,Office Supplies,Binders,East,19140,Philadelphia,Pennsylvania,United States,0.70,"-4,577.00",5,5.97,"-766,666,667.00"
US-2020-151925,26/09/2019,01/10/2019,Kean Takahito,Other,"Leather Task Chair, Black",Consumer,Furniture,Chairs,West,90049,Los Angeles,California,United States,0.20,0.00,2,"145,568.00",0.00
US-2020-152723,26/09/2019,26/09/2019,Henry Goldwyn,Acco,Acco 3-Hole Punch,Corporate,Office Supplies,Binders,Central,75150,Mesquite,Texas,United States,0.80,"-14,016.00",1,876.00,-1.60
US-2020-164385,26/09/2019,01/10/2019,Nicole Brennan,Belkin,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Corporate,Office Supplies,Appliances,East,19134,Philadelphia,Pennsylvania,United States,0.20,"143,952.00",3,"143,952.00",0.10
US-2020-120887,27/09/2019,03/10/2019,Thomas Seio,Deflect-o,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Corporate,Furniture,Furnishings,East,7601,Hackensack,New Jersey,United States,0.00,"376,422.00",3,87.54,0.43
US-2020-133130,27/09/2019,01/10/2019,Thea Hendricks,DMI,DMI Arturo Collection Mission-style Design Wood Chair,Consumer,Furniture,Chairs,West,92037,San Diego,California,United States,0.20,"45,294.00",5,603.92,75.00
US-2020-133130,27/09/2019,01/10/2019,Thea Hendricks,Xerox,Xerox 1919,Consumer,Office Supplies,Paper,West,92037,San Diego,California,United States,0.00,"401,702.00",2,81.98,0.49
US-2020-107153,28/09/2019,03/10/2019,George Zrebassa,Decoflex,"Decoflex Hanging Personal Folder File, Blue",Corporate,Office Supplies,Storage,East,1841,Lawrence,Massachusetts,United States,0.00,12.49,3,46.26,0.27
US-2020-114335,28/09/2019,03/10/2019,Xylona Preis,Deflect-o,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Consumer,Furniture,Furnishings,South,33021,Hollywood,Florida,United States,0.20,"168,544.00",4,"337,088.00",0.05
US-2020-125136,28/09/2019,03/10/2019,Keith Dawkins,Other,White GlueTop Scratch Pads,Corporate,Office Supplies,Paper,South,28314,Fayetteville,North Carolina,United States,0.20,"312,832.00",8,"96,256.00",325.00
US-2020-125136,28/09/2019,03/10/2019,Keith Dawkins,Xerox,Xerox 195,Corporate,Office Supplies,Paper,South,28314,Fayetteville,North Carolina,United States,0.20,3.74,2,"10,688.00",0.35
US-2020-111962,29/09/2019,04/10/2019,Evan Bailliet,GBC,GBC Standard Plastic Binding Systems' Combs,Consumer,Office Supplies,Binders,West,98115,Seattle,Washington,United States,0.20,3.14,2,"10,048.00","3,125.00"
US-2020-111962,29/09/2019,04/10/2019,Evan Bailliet,Fellowes,Fellowes Super Stor/Drawer Files,Consumer,Office Supplies,Storage,West,98115,Seattle,Washington,United States,0.00,"1,534,725.00",5,807.75,0.19
US-2020-122931,29/09/2019,03/10/2019,Suzanne McNair,Hon,Hon 4060 Series Tables,Corporate,Furniture,Tables,East,19134,Philadelphia,Pennsylvania,United States,0.40,"-201,528.00",1,"67,176.00",-0.30
US-2020-122931,29/09/2019,03/10/2019,Suzanne McNair,Hon,"Hon 30"" x 60"" Table with Locking Drawer",Corporate,Furniture,Tables,East,19134,Philadelphia,Pennsylvania,United States,0.40,"-818,544.00",2,"409,272.00",-0.20
US-2020-122931,29/09/2019,03/10/2019,Suzanne McNair,Other,Nontoxic Chalk,Corporate,Office Supplies,Art,East,19134,Philadelphia,Pennsylvania,United States,0.20,1.48,3,"4,224.00",0.35
US-2020-122931,29/09/2019,03/10/2019,Suzanne McNair,Other,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Corporate,Office Supplies,Labels,East,19134,Philadelphia,Pennsylvania,United States,0.20,"18,018.00",11,55.44,325.00
US-2020-122931,29/09/2019,03/10/2019,Suzanne McNair,Southworth,Southworth Parchment Paper & Envelopes,Corporate,Office Supplies,Paper,East,19134,Philadelphia,Pennsylvania,United States,0.20,6.80,4,"20,928.00",325.00
US-2020-122931,29/09/2019,03/10/2019,Suzanne McNair,Tennsco,Tennsco Single-Tier Lockers,Corporate,Office Supplies,Storage,East,19134,Philadelphia,Pennsylvania,United States,0.20,"-337,806.00",6,"1,801,632.00","-1,875.00"
US-2020-124856,29/09/2019,03/10/2019,Lisa DeCherney,Seth Thomas,"Seth Thomas 14"" Putty-Colored Wall Clock",Consumer,Furniture,Furnishings,East,10011,New York City,New York,United States,0.00,"363,816.00",4,117.36,0.31
US-2020-124856,29/09/2019,03/10/2019,Lisa DeCherney,Avery,Avery 48,Consumer,Office Supplies,Labels,East,10011,New York City,New York,United States,0.00,"8,694.00",3,"45,918.00",0.46
US-2020-124856,29/09/2019,03/10/2019,Lisa DeCherney,Other,White Computer Printout Paper by Universal,Consumer,Office Supplies,Paper,East,10011,New York City,New York,United States,0.00,"379,848.00",2,77.52,0.49
US-2020-124856,29/09/2019,03/10/2019,Lisa DeCherney,Other,"Dual Level, Single-Width Filing Carts",Consumer,Office Supplies,Storage,East,10011,New York City,New York,United States,0.00,"3,628,404.00",9,"1,395.54",0.26
US-2020-126683,29/09/2019,01/10/2019,Paul Prost,Other,Longer-Life Soft White Bulbs,Home Office,Furniture,Furnishings,West,98115,Seattle,Washington,United States,0.00,2.96,2,6.16,0.48
US-2020-126683,29/09/2019,01/10/2019,Paul Prost,Bevis,"Bevis Oval Conference Table, Walnut",Home Office,Furniture,Tables,West,98115,Seattle,Washington,United States,0.00,"3,992,994.00",9,"2,348.82",0.17
US-2020-146969,29/09/2019,03/10/2019,Arthur Prichep,Luxo,Luxo Professional Combination Clamp-On Lamps,Consumer,Furniture,Furnishings,West,90045,Los Angeles,California,United States,0.00,"53,196.00",2,204.60,0.26
US-2020-146969,29/09/2019,03/10/2019,Arthur Prichep,Stockwell,Stockwell Push Pins,Consumer,Office Supplies,Fasteners,West,90045,Los Angeles,California,United States,0.00,2.88,4,8.72,0.33
US-2020-146969,29/09/2019,03/10/2019,Arthur Prichep,Xerox,Xerox 223,Consumer,Office Supplies,Paper,West,90045,Los Angeles,California,United States,0.00,3.11,1,6.48,0.48
US-2020-146969,29/09/2019,03/10/2019,Arthur Prichep,Fellowes,"Fellowes Mobile File Cart, Black",Consumer,Office Supplies,Storage,West,90045,Los Angeles,California,United States,0.00,"167,886.00",1,62.18,0.27
US-2020-146969,29/09/2019,03/10/2019,Arthur Prichep,Other,Star Micronics TSP800 TSP847IIU Receipt Printer,Consumer,Technology,Machines,West,90045,Los Angeles,California,United States,0.20,"223,054.00",2,686.32,325.00
US-2020-102008,30/09/2019,04/10/2019,Russell Applegate,Other,Tops Green Bar Computer Printout Paper,Consumer,Office Supplies,Paper,East,10011,New York City,New York,United States,0.00,24.47,1,48.94,0.50
US-2020-137351,30/09/2019,04/10/2019,Doug Bickford,DXL,DXL Angle-View Binders with Locking Rings by Samsill,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.20,"134,925.00",7,"43,176.00","3,125.00"
US-2020-140886,30/09/2019,04/10/2019,Kelly Williams,Holmes,Holmes Odor Grabber,Consumer,Office Supplies,Appliances,South,37042,Clarksville,Tennessee,United States,0.20,11.25,6,"69,216.00","1,625.00"
US-2020-141649,30/09/2019,30/09/2019,Dario Medina,Eureka,Eureka Sanitaire  Commercial Upright,Corporate,Office Supplies,Appliances,East,45014,Fairfield,Ohio,United States,0.20,"596,556.00",6,"795,408.00",75.00
US-2020-159478,30/09/2019,06/10/2019,Maya Herman,Master Caster,"Master Caster Door Stop, Brown",Corporate,Furniture,Furnishings,East,10035,New York City,New York,United States,0.00,5.18,3,15.24,0.34
US-2020-167633,30/09/2019,05/10/2019,Ben Wallace,Xerox,Xerox 217,Consumer,Office Supplies,Paper,South,33437,Boynton Beach,Florida,United States,0.20,5.44,3,"15,552.00",0.35
US-2020-132745,01/10/2019,05/10/2019,Neil Französisch,Alliance,Sterling Rubber Bands by Alliance,Home Office,Office Supplies,Fasteners,West,89502,Reno,Nevada,United States,0.00,0.00,1,4.71,0.00
US-2020-108189,02/10/2019,05/10/2019,Erin Smith,Other,Letter or Legal Size Expandable Poly String Tie Envelopes,Corporate,Office Supplies,Envelopes,West,85281,Tempe,Arizona,United States,0.20,4.63,6,"12,768.00","3,625.00"
US-2020-108189,02/10/2019,05/10/2019,Erin Smith,Other,Staples,Corporate,Office Supplies,Fasteners,West,85281,Tempe,Arizona,United States,0.20,1.46,2,"4,672.00","3,125.00"
US-2020-108189,02/10/2019,05/10/2019,Erin Smith,Adams,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Corporate,Office Supplies,Paper,West,85281,Tempe,Arizona,United States,0.20,3.41,2,"9,408.00","3,625.00"
US-2020-108189,02/10/2019,05/10/2019,Erin Smith,Other,Stiletto Hand Letter Openers,Corporate,Office Supplies,Supplies,West,85281,Tempe,Arizona,United States,0.20,"-3,264.00",2,15.36,"-2,125.00"
US-2020-108189,02/10/2019,05/10/2019,Erin Smith,Kingston,Kingston Digital DataTraveler 16GB USB 2.0,Corporate,Technology,Accessories,West,85281,Tempe,Arizona,United States,0.20,-895.00,1,7.16,-125.00
